Cue,Target,AFS,AFP,AFSS,FSG,COS,BOI,Concrete,SUBTLEX,AoA,Length,QSS,n,n.affordance,affordance_count
edibles,eat,0.244680851,0.657142857,37,NA,NA,5.428571429,3.86,0.4771,11.17,7,NA,35,32,88
editor,check,0.166666667,0.321428571,28,NA,NA,4.5,4.25,2.8021,10.11,6,11,28,22,51
educator,teach,0.183673469,0.692307692,49,NA,NA,5,4,1.3979,8.55,8,NA,26,26,95
eel,eat,0.202247191,0.5625,37,NA,NA,4.653846154,4.69,1.8692,6.47,3,NA,32,30,82
egg,boil,0.130434783,0.5,36,NA,NA,6.068965517,4.97,3.1235,3.89,3,20,30,27,115
eggbeater,beat,0.226666667,0.515151515,27,NA,NA,5.96,4.89,1.1139,9.05,9,NA,33,32,74
eggplant,eat,0.272727273,0.75,31,NA,NA,5.807692308,4.97,1.7559,8.3,8,NA,28,26,73
eggshell,crack,0.133333333,0.228571429,27,NA,NA,5.791666667,4.77,1.3802,7.11,8,NA,35,31,59
elbow,bend,0.205128205,0.516129032,39,0.055,NA,6.458333333,5,2.4969,4.78,5,10,31,30,70
electrician,fix,0.117647059,0.24,31,0.026,0.110843427,4.625,4.21,1.8865,8.75,11,22,25,22,52
electrocardiogram,check,0.097560976,0.121212121,26,NA,NA,4.347826087,4.16,0.699,13.29,17,NA,33,26,36
electronics,entertain,0.080357143,0.257142857,54,NA,NA,5.12,4.37,2.1461,9.21,11,NA,35,33,112
elephant,ride,0.18627451,0.441860465,46,NA,NA,4.36,5,2.7642,4.8,8,19,43,37,99
elevator,ride,0.151515152,0.185185185,19,NA,0.237224139,NA,4.79,3.0955,5.47,8,14,27,22,39
employee,work,0.184210526,0.538461538,36,0.167,0.124007477,5.045454545,4.1,2.7716,7.84,8,9,26,20,66
employer,work,0.16,0.307692308,34,0.106,0.288252832,5.291666667,3.81,2.4393,10.15,8,7,26,22,51
enamel,protect,0.315789474,0.413793103,24,NA,NA,4.652173913,4.21,1.4771,12.9,6,NA,29,21,36
encyclopedia,read,0.204545455,0.473684211,31,NA,NA,6.16,4.79,1.9138,7.17,12,14,38,33,89
enemy,fight,0.159090909,0.24137931,29,0.04,NA,4.375,2.83,3.3936,7.26,5,17,29,23,45
engine,move,0.097222222,0.212121212,39,NA,NA,5.333333333,4.86,3.2114,6.28,6,16,33,28,69
engineer,build,0.153846154,0.285714286,28,0.02,NA,5.379310345,4.64,2.776,9.89,8,24,28,25,54
entertainer,watch,0.129032258,0.296296296,29,NA,NA,4.964285714,4.17,1.9294,7.85,11,NA,27,23,64
entomologist,study,0.269230769,0.538461538,23,NA,NA,4.583333333,3.88,1.301,14.86,12,NA,26,22,50
entree,eat,0.288135593,0.566666667,23,NA,NA,5.28,4.28,1.6335,11.22,6,NA,30,19,59
envelope,hold,0.096491228,0.297297297,44,NA,NA,5.64,4.93,2.711,6.25,8,10,37,35,108
environment,breathe,0.0625,0.131578947,52,NA,NA,4.52173913,3.74,2.8149,9.85,11,21,38,30,77
environmentalist,educate,0.06779661,0.148148148,39,NA,NA,4.482758621,3.72,1.1461,12.89,16,NA,27,26,56
epidermis,protect,0.165048544,0.459459459,50,NA,NA,5.636363636,4.69,1.2041,13.44,9,NA,37,31,88
equipment,build,0.054794521,0.142857143,51,NA,NA,5.28,4.83,3.1136,7.5,9,NA,28,25,82
eraser,erase,0.220930233,0.527777778,36,NA,NA,5.791666667,4.74,1.716,4.95,6,10,36,35,77
erection,sex,0.263157895,0.483870968,33,NA,NA,5.4,4.22,2.0492,13.11,8,NA,31,30,56
escalator,ride,0.263157895,0.357142857,16,NA,0.299887372,5.52,5,1.8261,7.11,9,7,28,25,48
espresso,drink,0.25,0.551724138,31,NA,NA,5.24,4.41,2.0253,13.26,8,NA,29,24,61
essay,write,0.25,0.740740741,43,0.336,0.208118979,4.333333333,3.97,2.4969,8.39,5,17,27,26,79
evergreen,decorate,0.142857143,0.290322581,33,NA,NA,4.444444444,4,1.0414,8.95,9,NA,31,28,57
examiner,examine,0.096153846,0.192307692,38,NA,NA,4.565217391,3.57,2.1173,11.95,8,NA,26,23,53
excavator,dig,0.203389831,0.461538462,32,NA,NA,4.409090909,4.07,0.699,13,9,NA,26,23,54
executioner,kill,0.421052632,0.592592593,20,NA,NA,4.44,4.17,1.8451,9.79,11,NA,27,25,40
extinguisher,put out,0.259259259,0.567567568,37,NA,NA,5.043478261,4.7,1.8976,7.35,12,NA,37,34,80
eye,see,0.201923077,0.677419355,39,0.362,0.144172855,5.72,4.9,3.756,3.75,3,13,31,29,96
eyeball,see,0.411764706,0.965517241,27,0.074,NA,5.555555556,4.92,1.9777,3.83,7,19,29,28,70
eyebath,clean,0.325581395,0.466666667,17,NA,NA,4.368421053,3.79,0.301,12.43,7,NA,30,25,40
eyedrop,drop,0.093023256,0.117647059,29,NA,NA,5.48,4.81,0.6021,7.39,7,NA,34,25,44
eyeglass,see,0.257575758,0.708333333,26,NA,NA,5.958333333,4.7,0.6021,6.33,8,NA,24,24,63
eyeglasses,see,0.373134328,0.862068966,23,NA,NA,6.28,4.92,1.5441,4.9,10,NA,29,28,66
eyelash,protect,0.144736842,0.314285714,35,NA,NA,5.423076923,5,1.6532,5.8,7,15,35,30,77
eyelid,protect,0.220779221,0.515151515,28,NA,NA,5.52173913,5,1.2553,6.33,6,NA,33,30,75
eyepiece,see,0.208955224,0.424242424,31,NA,NA,5.8,4.74,0.4771,9,8,NA,33,31,62
eyewash,clean,0.244444444,0.407407407,23,NA,NA,5.4,4.7,0.9031,11,7,NA,27,24,47
fabric,sew,0.126436782,0.333333333,40,0.015,NA,6.08,4.63,2.3909,6.68,6,15,33,30,96
face,look,0.077777778,0.259259259,49,NA,0.401309561,5.857142857,4.87,4.1687,3.75,4,20,27,25,74
factory,make,0.173333333,0.371428571,29,0.015,0.318916534,4.44,4.76,2.9335,6.89,7,24,35,32,66
fairground,ride,0.175824176,0.484848485,43,NA,NA,4.608695652,4.7,1.0414,7.22,10,NA,33,26,78
family,love,0.215053763,0.555555556,44,0.172,0.195464249,5.291666667,4.23,4.2569,3.38,6,25,36,32,91
fan,cool,0.27027027,0.571428571,38,0.169,NA,5.72,4.71,3.2536,5.63,3,17,35,30,76
farm,grow,0.139240506,0.366666667,39,NA,NA,5.035714286,4.59,3.1855,3.85,4,12,30,26,80
farmer,grow,0.188405797,0.5,33,0.01,NA,5.08,4.54,2.7818,4.74,6,33,26,21,65
farmhand,help,0.162162162,0.352941176,37,NA,NA,4.4,4.52,0.6021,7.89,8,NA,34,31,68
farmhouse,live,0.16,0.48,37,NA,NA,5.068965517,4.74,1.8325,5.89,9,NA,25,22,72
fastener,hold,0.206896552,0.428571429,31,NA,NA,4.347826087,4.1,0.301,8.72,8,NA,28,23,58
father,love,0.074766355,0.210526316,61,NA,NA,6.035714286,4.52,4.4515,4.11,6,4,38,30,102
faucet,wash,0.333333333,0.714285714,19,NA,0.199720221,5.869565217,4.48,1.8692,6.29,6,7,28,23,58
fauna,smell,0.068493151,0.142857143,48,NA,NA,5,3.96,1.4472,12.2,5,NA,35,27,68
fawn,pet,0.128571429,0.346153846,37,NA,NA,4.535714286,4.3,NA,8.4,4,6,26,23,69
feast,eat,0.25,0.65625,37,0.236,NA,4.384615385,4.3,2.5353,7.81,5,15,32,27,80
feather,tickle,0.166666667,0.37037037,38,0.122,0.044898322,5.260869565,4.9,2.5302,4.67,7,14,27,21,61
featherbed,sleep,0.307692308,0.740740741,24,NA,NA,5.434782609,4.69,0.9542,9.35,10,NA,27,25,55
fedora,wear,0.315068493,0.621621622,32,NA,NA,6.291666667,4.5,1.1461,12.69,6,NA,37,34,75
feline,pet,0.172413793,0.37037037,34,NA,NA,5.458333333,4.38,1.6721,8.43,6,NA,27,20,63
female,hug,0.075471698,0.137931034,33,NA,NA,5.689655172,4.57,3.2076,5.89,6,12,29,21,55
femur,walk,0.163934426,0.344827586,23,NA,NA,4.5,4.88,1.7709,11.11,5,NA,29,24,63
fence,keep out,0.203007519,0.658536585,44,NA,NA,5.62962963,4.82,2.9138,6.28,5,20,41,38,109
fern,decorate,0.1,0.28125,52,NA,NA,NA,5,NA,8.67,4,NA,32,29,80
ferret,pet,0.245901639,0.517241379,28,NA,NA,5,4.97,1.9243,8.47,6,NA,29,26,61
ferryboat,ride,0.134328358,0.36,27,NA,NA,5.083333333,4.77,1.3424,8.63,9,NA,25,22,68
fertilizer,grow,0.15625,0.357142857,33,NA,NA,5.217391304,4.76,2.0043,7.67,10,NA,28,25,57
festival,celebrate,0.087912088,0.266666667,45,0.014,NA,4.5,4.33,2.7042,8.39,8,13,30,26,83
fiancee,love,0.202531646,0.592592593,34,NA,NA,5.652173913,3.86,2.1903,8.47,7,NA,27,27,76
fiddle,play,0.255555556,0.657142857,39,0.041,NA,6.043478261,4.81,2.2695,8.28,6,15,35,31,83
fig,eat,0.253731343,0.62962963,28,0.019,NA,5.083333333,4.97,1.7993,8.06,3,10,27,25,65
figurine,decorate,0.086021505,0.242424242,42,NA,NA,5.791666667,4.86,1.1761,9,8,NA,33,30,88
file,store,0.125,0.24,28,0.028,NA,5.041666667,4.41,3.3516,8.21,4,16,25,20,48
fillet,cook,0.232142857,0.448275862,23,NA,NA,4.32,4.75,1.415,10.95,6,NA,29,22,51
film,watch,0.25,0.558823529,37,NA,0.090652638,4.32,4.71,3.5223,6.95,4,12,34,29,75
finger,point,0.114754098,0.411764706,54,0.076,NA,6,5,3.2721,3.43,6,12,34,32,124
fingerboard,play,0.21875,0.259259259,21,NA,NA,5.15,4.35,0.699,11.65,11,NA,27,21,35
fingernail,scratch,0.172413793,0.555555556,31,0.036,NA,5.88,4.93,1.8388,4,10,15,27,26,83
fingerprint,identify,0.26744186,0.657142857,44,NA,NA,4.291666667,4.96,2.2148,7.56,11,NA,35,31,76
fingertip,touch,0.128205128,0.384615385,39,NA,NA,5.928571429,4.93,1.0414,6,9,NA,26,23,76
fir,plant,0.126984127,0.275862069,39,NA,NA,4.272727273,4.58,1.3617,8.75,3,NA,29,21,63
firearm,shoot,0.211111111,0.59375,42,NA,NA,5.814814815,4.64,1.8865,9.94,7,NA,32,31,85
firecracker,light,0.142857143,0.384615385,34,NA,NA,4.916666667,4.68,1.7404,5.56,11,NA,26,22,59
fireplace,warm,0.25,0.677419355,29,0.188,NA,5.458333333,4.68,2.415,7.37,9,15,31,31,72
firewood,burn,0.183673469,0.580645161,42,NA,NA,5.72,4.93,1.8921,6.61,8,NA,31,30,92
firstborn,love,0.073684211,0.2,57,NA,NA,4.518518519,4.04,1.6128,8.83,9,NA,35,26,87
fish,eat,0.175925926,0.633333333,45,NA,NA,5.592592593,5,3.6293,4.05,4,24,30,29,112
fishbone,throw away,0.145833333,0.233333333,33,NA,NA,5.173913043,4.57,NA,7.64,8,NA,30,25,51
fisherman,fish,0.26,0.764705882,50,NA,NA,4.851851852,4.73,2.3464,5.16,9,NA,34,29,90
fishpond,fish,0.4,0.933333333,30,NA,NA,4.791666667,4.71,0.6021,6.94,8,NA,30,24,61
fist,punch,0.253968254,0.666666667,32,0.118,0.308005983,6.08,4.93,2.5752,4.58,4,8,24,23,62
fixture,hang,0.133333333,0.2,29,NA,NA,5,4.17,1.5185,8.53,7,NA,30,24,48
flag,wave,0.14084507,0.344827586,32,0.103,NA,5.851851852,4.79,2.9509,5.33,4,12,29,26,71
flagpole,hang,0.147058824,0.27027027,36,NA,NA,4.785714286,4.86,1.5798,6.44,8,NA,37,35,66
flamethrower,fire,0.185185185,0.4,32,NA,NA,4.740740741,4.57,1.4771,8.89,12,NA,25,22,47
flannel,wear,0.161764706,0.192982456,32,NA,NA,4.869565217,4.43,1.8513,9.44,7,12,57,47,148
flapjack,eat,0.247311828,0.766666667,38,NA,NA,5.2,4.89,1.1461,8.5,8,NA,30,26,85
flashbulb,light,0.28358209,0.612903226,29,NA,NA,4.375,4.75,0.6021,7.78,9,NA,31,28,65
flashlight,light,0.15,0.394736842,44,0.176,NA,5.869565217,5,2.4814,5.61,10,17,38,36,93
flask,drink,0.294871795,0.696969697,29,0.041,NA,5.416666667,4.79,1.7634,10.78,5,17,33,28,68
flatiron,straighten,0.178082192,0.382352941,35,NA,NA,5.590909091,4.24,NA,11.67,8,NA,34,31,68
flaxseed,eat,0.25862069,0.555555556,27,NA,NA,5.037037037,4.46,0.7782,15.78,8,NA,27,26,61
fleece,wear,0.246753247,0.575757576,28,NA,NA,4.5,4.75,1.7782,10.2,6,NA,33,30,70
flesh,eat,0.120481928,0.303030303,43,NA,0.051357314,4.782608696,4.59,3.0515,8.3,5,8,33,29,80
floor,walk,0.184210526,0.724137931,42,NA,0.09246276,5.666666667,4.8,3.7104,4.44,5,12,29,28,110
floorboard,walk,0.168421053,0.457142857,51,NA,NA,5.791666667,4.89,1.1461,9.35,10,NA,35,33,93
flooring,walk,0.179487179,0.4375,38,NA,NA,4.565217391,4.43,1.3617,7.84,8,NA,32,25,80
florist,buy,0.163636364,0.346153846,38,NA,NA,4.444444444,4.62,2.0934,8.45,7,NA,26,20,61
floss,clean,0.236363636,0.5,27,NA,NA,5.166666667,4.41,2.0043,7.06,5,NA,26,21,57
flounder,eat,0.253521127,0.620689655,28,NA,NA,4.52173913,3.92,NA,8.8,8,NA,29,24,68
flour,bake,0.308823529,0.75,27,0.122,NA,5.875,4.97,2.2095,6.89,5,13,28,27,64
flower,smell,0.098591549,0.358974359,65,0.079,NA,5.916666667,5,3.0652,3.11,6,21,39,34,145
flowerbed,plant,0.179487179,0.411764706,46,NA,NA,5.041666667,4.71,0.8451,7.05,9,NA,34,28,69
flowerpot,plant,0.155555556,0.378378378,34,NA,NA,5,4.81,1.1761,6.55,9,NA,37,33,82
fluid,drink,0.25,0.842105263,60,0.086,0.584377379,4.923076923,4.73,2.6599,7.94,5,13,38,38,127
flute,play,0.31,0.861111111,32,0.028,NA,5.75,5,2.0374,8.47,5,19,36,34,98
flycatcher,catch,0.409090909,0.72,14,NA,NA,5.375,4.61,0.4771,7.95,10,NA,25,22,34
flypaper,catch,0.156862745,0.32,24,NA,NA,5.037037037,4.77,1.1761,9.48,8,NA,25,24,45
flyswatter,kill,0.222222222,0.666666667,31,NA,NA,5.703703704,5,0.4771,5.79,10,NA,27,27,64
foghorn,warn,0.131147541,0.228571429,31,NA,NA,4.583333333,4.96,1.1139,8.94,7,NA,35,30,60
folder,store,0.163043478,0.428571429,43,NA,NA,6.260869565,4.93,1.9243,8.21,6,13,35,32,87
foliage,decorate,0.129032258,0.275862069,42,NA,NA,4.6,4.67,1.4472,10.63,7,NA,29,23,59
fondue,eat,0.315068493,0.638888889,27,NA,NA,4.92,4.79,1.6812,10.78,6,NA,36,33,71
food,eat,0.280991736,0.971428571,45,0.406,0.050422807,NA,4.8,3.8964,3.25,4,18,35,35,123
foodstuff,eat,0.260273973,0.730769231,33,NA,NA,4.846153846,4,0.4771,11.17,9,NA,26,25,72
foot,walk,0.21875,0.84,36,0.02,NA,6,4.9,3.5201,3.44,4,9,25,23,92
football,throw,0.19047619,0.592592593,33,NA,0.053766333,6.12,4.73,3.2822,4.84,8,23,27,26,84
footballer,play,0.1125,0.28125,42,NA,NA,5.041666667,4.52,1.2304,8.71,10,NA,32,26,80
footbath,clean,0.234375,0.454545455,23,NA,NA,5.090909091,4.46,0.699,8.53,8,NA,33,29,56
footboard,rest,0.243243243,0.333333333,25,NA,NA,5.086956522,4.77,0.301,8.82,9,NA,27,21,37
footbridge,walk,0.229885057,0.714285714,41,NA,NA,4.777777778,4.81,0.8451,11.2,10,NA,28,26,76
footpad,rest,0.096153846,0.178571429,36,NA,NA,5.041666667,4.37,0.699,11.06,7,NA,28,23,50
footpath,walk,0.295081967,0.692307692,24,NA,NA,4.592592593,4.79,1.1761,7.72,8,NA,26,23,56
footplate,stand,0.195121951,0.25,27,NA,NA,4.875,4.58,0.301,11.33,9,NA,32,25,42
footstool,sit,0.152173913,0.378378378,29,NA,NA,6.304347826,4.96,0.9542,6,9,NA,37,35,85
footwear,wear,0.173333333,0.5,38,NA,NA,6.434782609,4.66,1.6128,7.74,8,NA,26,24,76
forceps,grab,0.125,0.3125,34,NA,NA,4.869565217,4.79,NA,13.74,7,NA,32,29,67
ford,drive,0.425,0.653846154,16,NA,NA,4.416666667,4.19,NA,8.1,4,NA,26,21,41
forearm,lift,0.070175439,0.148148148,39,NA,NA,5.782608696,4.69,1.7076,8.65,7,NA,27,25,54
forefinger,point,0.220779221,0.62962963,36,NA,NA,5.16,4.64,1.1761,7.26,10,NA,27,25,72
forehead,slap,0.105263158,0.1875,38,NA,NA,5.777777778,4.9,2.6031,5.58,8,19,32,21,55
forest,walk,0.125,0.333333333,45,NA,NA,4.6,4.76,2.9841,6.28,6,9,24,24,62
fork,eat,0.291666667,0.777777778,32,0.039,NA,5.6,4.9,2.6542,3.63,4,8,27,27,72
forklift,lift,0.170731707,0.525,45,NA,NA,5.541666667,4.79,1.699,9.11,8,NA,40,39,112
fossil,display,0.102040816,0.263157895,49,NA,NA,4.925925926,4.9,1.9031,7.5,6,13,38,31,95
fountain,drink,0.184782609,0.472222222,36,0.079,NA,5.208333333,4.77,2.5478,7.17,8,7,36,32,88
fountainhead,drink,0.177777778,0.266666667,31,NA,NA,4.523809524,3.87,NA,NA,12,NA,30,25,44
foxhound,hunt,0.263157895,0.588235294,33,NA,NA,4.347826087,4.48,0.4771,9.33,8,NA,34,30,72
frame,hang,0.2,0.392857143,27,NA,NA,4.956521739,4.3,2.8573,7.67,5,7,28,27,62
frankfurter,eat,0.301369863,0.88,31,NA,NA,5.708333333,4.88,NA,NA,11,NA,25,22,74
freezer,freeze,0.224489796,0.44,17,NA,NA,5.260869565,4.87,2.4216,4.63,7,10,25,20,42
fridge,store,0.252747253,0.621621622,31,NA,NA,6.166666667,4.92,2.7016,4.67,6,NA,37,36,80
friend,talk,0.135135135,0.357142857,40,NA,NA,5,3.07,4.3301,3.57,6,22,28,25,79
frog,pet,0.166666667,0.392857143,35,NA,NA,5.125,5,2.781,4.32,4,20,28,24,60
frosting,eat,0.254545455,0.518518519,27,NA,NA,5,4.86,1.8633,4.95,8,7,27,22,52
fruit,eat,0.252631579,0.8,41,0.027,NA,6,4.81,3.0449,3.63,5,17,30,28,89
fruitcake,eat,0.313432836,0.807692308,28,NA,NA,6,4.62,2.0253,8.28,9,NA,26,26,70
fryer,cook,0.274193548,0.607142857,22,NA,NA,5.541666667,4.5,1.5315,8.56,5,NA,28,24,61
fudge,eat,0.304347826,0.84,33,NA,NA,5.68,4.89,2.2695,5.78,5,11,25,24,68
fungus,eat,0.1625,0.393939394,46,NA,0.11509603,4.32,4.59,2.0531,8.44,6,16,33,26,76
funnel,pour,0.186440678,0.323529412,26,NA,NA,4.833333333,4.52,1.7559,8.44,6,NA,34,29,59
furnace,heat,0.217391304,0.428571429,27,NA,NA,4.68,4.69,2.143,10.6,7,NA,35,30,65
furnishings,decorate,0.24,0.461538462,23,NA,NA,6.166666667,4.31,1.3979,10.28,11,NA,26,21,55
furniture,sit,0.161616162,0.64,45,0.054,0.155716322,6.56,4.89,2.8865,5.89,9,12,25,22,103
gadget,play,0.078125,0.178571429,48,NA,NA,5.52,4.6,2.0969,8.63,6,NA,28,21,63
gambler,lose,0.148148148,0.242424242,31,NA,NA,4.416666667,4.03,2.3711,10.26,7,NA,33,26,61
game,play,0.25,0.657894737,45,0.25,0.447457455,4.518518519,4.5,4.0765,4.26,4,13,38,34,99
gangster,arrest,0.090909091,0.148148148,30,NA,NA,4.36,3.93,2.4362,8.5,8,12,27,21,42
garage,store,0.342857143,0.774193548,28,NA,NA,4.96,4.96,3.1427,5.26,6,12,31,27,66
garb,wear,0.270833333,0.52,27,NA,NA,4.541666667,4.19,1.2304,12.05,4,NA,25,19,51
garbage,throw away,0.186440678,0.392857143,30,NA,NA,4.96,4.69,3.1245,4.89,7,14,28,25,54
garden,grow,0.175257732,0.472222222,47,NA,NA,5.913043478,4.73,3.1319,5.33,6,14,36,28,84
gardener,plant,0.175925926,0.527777778,47,NA,NA,4.958333333,4.5,2.3324,6.5,8,NA,36,31,97
garland,decorate,0.34,0.607142857,24,NA,NA,5.166666667,4.85,NA,10.93,7,NA,28,26,50
garlic,cook,0.194444444,0.518518519,31,NA,0.193900995,6.32,4.89,2.4871,6.89,6,19,27,25,67
garment,wear,0.236111111,0.653846154,44,NA,NA,5.826086957,4.78,1.8573,8.32,7,NA,26,24,72
garnets,wear,0.205882353,0.269230769,21,NA,NA,4.65,4.12,0.699,NA,7,NA,26,19,39
gasket,seal,0.133333333,0.153846154,23,NA,NA,4.846153846,4.44,1.5441,10.9,6,NA,26,20,32
gate,close,0.149122807,0.472222222,38,0.032,NA,5.956521739,4.96,3.2135,5.32,4,12,36,34,104
gatehouse,enter,0.074626866,0.161290323,42,NA,NA,4.464285714,4.48,0.9542,11.67,9,NA,31,28,61
gatekeeper,protect,0.181818182,0.222222222,20,NA,NA,4.44,4.21,NA,9.94,10,NA,27,22,32
gauze,stop,0.095890411,0.205882353,41,NA,NA,5.88,4.62,1.8692,9.32,5,13,34,28,65
gavel,hit,0.171875,0.379310345,38,NA,NA,4.545454545,4.88,1.6021,9.22,5,8,29,27,65
gazebo,sit,0.126582278,0.344827586,37,NA,NA,5.25,4.79,1.6721,9.76,6,NA,29,28,74
gear,protect,0.14084507,0.263157895,37,NA,NA,4.695652174,4.28,2.9122,7.61,4,21,38,31,73
gearbox,hold,0.170731707,0.259259259,20,NA,NA,5.041666667,4.72,1,10.24,7,NA,27,23,46
gem,sell,0.131147541,0.228571429,35,NA,NA,5.517241379,4.88,2.1038,7.68,3,7,35,23,64
generator,power,0.333333333,0.612903226,31,NA,NA,4.47826087,4.23,2.4639,11.11,9,NA,31,27,52
genitals,sex,0.182926829,0.153061224,35,NA,NA,6.130434783,4.96,1.8062,NA,8,NA,98,86,192
gentleman,kiss,0.064516129,0.148148148,51,NA,NA,4.961538462,3.57,3.3296,6.89,9,16,27,19,63
geranium,plant,0.24,0.428571429,25,NA,NA,4.695652174,4.76,0.9542,11.41,8,NA,28,21,46
germ,sick,0.104477612,0.194444444,37,0.134,NA,4.333333333,3.89,1.8129,5.95,4,16,36,27,62
giblets,eat,0.245614035,0.466666667,22,NA,NA,4.714285714,4.58,1.1761,NA,7,NA,30,23,57
gift,give,0.205357143,0.638888889,45,0.038,NA,5.380952381,4.56,3.5173,5.05,4,16,36,34,107
gin,drink,0.282352941,0.888888889,43,0.068,NA,5.074074074,4.46,2.7604,12.06,3,11,27,25,84
ginger,cook,0.227272727,0.46875,32,NA,NA,5.32,4.92,2.5159,8.05,6,NA,32,28,66
gingerbread,eat,0.2625,0.7,28,NA,NA,5.48,4.88,1.5315,6,11,NA,30,26,86
gingersnap,eat,0.392857143,0.814814815,22,NA,NA,4.703703704,4.76,0.301,9.11,10,NA,27,26,59
girdle,wear,0.292682927,0.48,25,NA,NA,5.52173913,4.63,1.9031,10.22,6,NA,25,21,33
girl,talk,0.12,0.24,33,NA,NA,5.52,4.85,4.4535,4,4,8,25,19,44
girlfriend,love,0.147058824,0.333333333,41,0.073,NA,5.730769231,4.25,3.5891,6.26,10,13,30,23,66
glass,break,0.155555556,0.466666667,36,0.087,NA,6.12,4.82,3.4909,4.47,5,21,30,28,91
glassblower,blow,0.217391304,0.303030303,25,NA,NA,4.52173913,4.33,0.301,NA,11,NA,33,30,55
glasses,see,0.231884058,0.666666667,26,0.101,0.506249397,6.541666667,4.9,3.2279,4.35,7,16,24,24,66
glassware,drink,0.205128205,0.648648649,34,NA,NA,5.964285714,4.59,0.9031,9.72,9,NA,37,36,111
glider,fly,0.181818182,0.357142857,34,NA,NA,4.5,4.32,1.5563,10.47,6,NA,28,25,52
glitter,decorate,0.227272727,0.37037037,27,NA,NA,4.434782609,4.43,2.0212,5.22,7,NA,27,25,47
globe,spin,0.153846154,0.37037037,33,NA,NA,5.28,4.59,2.4265,6.5,5,10,27,24,66
glue,stick,0.219512195,0.461538462,36,0.245,NA,5.043478261,4.65,2.4786,4.67,4,8,39,37,87
glycerine,clean,0.055555556,0.074074074,29,NA,NA,4.434782609,4,0.4771,13.45,9,NA,27,20,32
goalkeeper,block,0.145833333,0.25,26,NA,NA,4.458333333,4.5,1.2304,8,10,NA,28,22,49
goalpost,score,0.102040816,0.166666667,32,NA,NA,4.84,4.96,1.1461,9.83,8,NA,30,22,49
goat,milk,0.177570093,0.527777778,34,0.243,NA,4.8,5,2.7308,5.21,4,16,36,28,91
goatee,shave,0.14084507,0.294117647,33,NA,NA,4.375,4.89,1.7404,11.78,6,NA,34,25,69
goatskin,wear,0.236842105,0.272727273,21,NA,NA,4.44,4.8,0.6021,10.25,8,NA,33,20,39
goblet,drink,0.279411765,0.678571429,30,NA,NA,5.826086957,4.65,1.301,11.44,6,NA,28,24,66
goddaughter,love,0.12195122,0.185185185,27,NA,NA,5.04,3.72,1.2041,8.05,11,NA,27,18,41
godfather,care,0.128205128,0.185185185,24,NA,NA,5.043478261,4.14,NA,8.47,9,NA,27,21,33
godmother,love,0.092307692,0.2,36,NA,NA,5.19047619,3.72,1.9191,6.95,9,NA,30,25,63
godparent,love,0.084745763,0.172413793,39,NA,NA,5.260869565,4,0.699,7.71,9,NA,29,24,61
goggles,swim,0.188405797,0.25,32,NA,NA,6.125,4.93,2.0334,7.05,7,NA,52,49,113
gold,sell,0.108108108,0.333333333,57,NA,NA,4.75,4.81,3.605,7.1,4,16,36,31,104
goldfish,pet,0.2,0.470588235,30,NA,NA,4.739130435,4.79,2.1931,4.5,8,NA,34,29,77
goldsmith,work,0.1,0.147058824,28,NA,NA,4.375,4.73,NA,10.17,9,NA,34,25,55
golf,play,0.34,0.653846154,24,NA,NA,4.76,4.52,3.1149,7.16,4,14,26,23,50
golfer,golf,0.164179104,0.314285714,28,NA,NA,4.583333333,4.71,1.7559,7.16,6,NA,35,28,63
gondola,ride,0.148148148,0.285714286,29,NA,NA,4.916666667,4.92,1.5798,10.21,7,NA,28,24,55
goose,eat,0.127272727,0.259259259,25,NA,NA,5.260869565,4.81,2.8235,5.15,5,11,27,23,55
gooseberry,eat,0.327868852,0.666666667,26,NA,NA,5.041666667,4.7,1.1761,9.41,10,NA,30,25,60
goulash,eat,0.25,0.607142857,36,NA,NA,4.846153846,4.2,1.6232,8.89,7,NA,28,23,69
gourd,cook,0.194029851,0.448275862,32,NA,NA,5.208333333,4.86,1.3979,10.65,5,NA,29,27,62
gown,wear,0.253164557,0.689655172,37,NA,NA,6.36,4.61,2.525,6.16,4,11,29,23,83
grandchild,love,0.123595506,0.305555556,46,NA,NA,5.24,4.26,1.8976,5.26,10,NA,36,28,83
granddaughter,love,0.1,0.24137931,43,NA,NA,5,4.37,2.5198,4.68,13,NA,29,23,66
grandfather,love,0.101265823,0.307692308,44,NA,NA,5.833333333,4.86,3.0941,4.39,11,NA,26,23,82
grandma,love,0.126760563,0.346153846,29,0.038,NA,5.769230769,4.54,NA,2.58,7,10,26,25,69
grandnephew,love,0.115942029,0.32,39,NA,NA,5.08,4.69,0.4771,9.5,11,NA,25,23,64
grandniece,love,0.12962963,0.212121212,34,NA,NA,4.708333333,4.54,0.4771,10.11,10,NA,33,21,52
grandpa,love,0.12,0.321428571,47,0.053,NA,5.76,4.39,NA,3.06,7,11,28,22,73
grandparent,love,0.134615385,0.368421053,56,NA,NA,5.56,4.03,1.1461,5.5,11,NA,38,31,98
grandson,love,0.103896104,0.258064516,40,NA,NA,5.785714286,4.3,2.6107,5.89,8,NA,31,21,66
granite,build,0.089552239,0.162162162,46,NA,NA,4.666666667,5,1.9138,12.24,7,8,37,23,63
granny,love,0.135135135,0.277777778,30,NA,NA,5.083333333,4.24,NA,4.22,6,NA,36,28,67
